title,platform,score,genre,editors_choice,release_year
Gran Turismo 2,PlayStation,9.8,Racing,Y,1999
Test Drive Off-Road 3,PC,7.3,Racing,N,1999
Scrabble [1999],PlayStation,4,Puzzle,N,1999
Star Wars: Yoda Stories,Game Boy Color,2,Adventure,N,2000
Hot Wheels: Stunt Track Driver,Game Boy Color,7,Racing,N,2000
Uno [2000],Game Boy Color,7,Strategy,N,2000
Micro Machines I & II: Twin Turbo,Game Boy Color,9,Racing,N,2000
Dragon Warrior Monsters,Game Boy Color,9,RPG,Y,2000
Monopoly Casino,PC,7.5,Puzzle,N,1999
NBA Showtime: NBA on NBC,PlayStation,6.9,Sports,N,1999
Space Invaders,Nintendo 64,7.8,Action,N,1999
Worms Armageddon,PlayStation,7.5,Action,N,1999
Ready 2 Rumble Boxing,Game Boy Color,6,"Sports, Action",N,1999
Bass Rise,PlayStation,5.5,Hunting,N,1999
Rampage 2: Universal Tour,Game Boy Color,6,Action,N,1999
Napoleon 1813,PC,6.4,Strategy,N,1999
Missile Command [1999],PlayStation,7,Action,N,1999
Zombie Revenge,Dreamcast,5.9,Action,N,2000
International Track & Field 2000,PlayStation,6.5,Sports,N,2000
NASCAR Legends,PC,8.9,Racing,Y,2000
Tomba! 2 -- The Evil Swine Return,PlayStation,9,Platformer,Y,2000
Tee Off Golf,Dreamcast,7.8,Sports,N,2000
Wings of Fury,Game Boy Color,8,Action,N,2000
Roadsters,Nintendo 64,7.5,Racing,N,2000
The Dukes of Hazzard: Racing for Home,PlayStation,6,Racing,N,2000
South Park Rally,PlayStation,3,Racing,N,2000
Shenmue (Limited Edition),Dreamcast,9.2,"Action, RPG",N,2000
Missile Command [1999],PC,6.8,Action,N,2000
Legacy of Kain: Soul Reaver,Dreamcast,9.1,Action,Y,2000
Bionic Commando: Elite Forces,Game Boy Color,8,Action,N,2000
Q*bert,PC,6.8,Action,N,2000
Oddworld Adventures 2,Game Boy Color,7,Action,N,2000
Tiger Woods PGA Tour 2000,PlayStation,6,Sports,N,2000
Rainbow Cotton,Dreamcast,6,Shooter,N,2000
Ghosts 'N Goblins,Game Boy Color,9,Action,N,2000
Monkey Magic,PlayStation,7,Action,N,2000
Vigilante 8: Second Offense,PlayStation,8.2,Action,N,1999
Virtua Striker 2 v2000.1,Dreamcast,6.5,Sports,N,1999
Test Drive 6,PC,6.5,Racing,N,1999
South Park: Chef's Luv Shack,PC,5.5,Trivia,N,1999
Evolution: The World of Sacred Device,Dreamcast,6.5,RPG,N,1999
Jet Coaster Dream,Dreamcast,9,Action,N,1999
Dirt Track Racing,PC,8.8,Racing,Y,1999
Battlezone II: Combat Commander,PC,7.9,Action,N,2000
Asheron's Call,PC,6.4,RPG,N,2000
Catz,Game Boy Color,5,Simulation,N,2000
Mortyr: 2093-1944,PC,5,Action,N,2000
Resident Evil 2 [1998],Dreamcast,8.5,"Action, Adventure",N,2000
Professional Bull Rider,PC,7,Sports,N,2000
LEGO Rock Raiders,PC,6,Strategy,N,2000
MiG Alley,PC,9,Simulation,Y,2000
MechWarrior 3: Pirate's Moon,PC,7.2,Simulation,N,2000
NASCAR Challenge,Game Boy Color,2,Racing,N,2000
SNK vs. Capcom: Match of the Millennium,NeoGeo Pocket Color,10,Fighting,Y,2000
Fatal Fury: Wild Ambition,PlayStation,4,Fighting,N,2000
Q*bert,PlayStation,6.9,Action,N,2000
Monopoly 64,Nintendo 64,7.4,Board,N,2000
Carnivores II,PC,7.3,Action,N,2000
Mario Party 2,Nintendo 64,7.9,Party,N,2000
Magical Drop Pocket,NeoGeo Pocket Color,8,Puzzle,N,2000
Descent 3: Mercenary,PC,8.8,Shooter,Y,2000
Chocobo's Dungeon 2,PlayStation,6.5,"Action, RPG",N,2000
Brunswick Circuit Pro Bowling,Nintendo 64,7.3,Sports,N,2000
Scrabble [1999],PC,7.8,Board,N,2000
Boarder Zone,Game Boy Color,7,Sports,N,2000
Dogz,Game Boy Color,5,Simulation,N,2000
Vigilante 8,Game Boy Color,6,Action,N,2000
Flanker 2.0,PC,7,Simulation,N,2000
Disney's Story Studio: Mulan,PlayStation,7.7,Action,N,2000
EGG: Elemental Gimmick Gear,Dreamcast,8,RPG,N,2000
Fighting Force 2,Dreamcast,3.6,Adventure,N,2000
MTV Music Generator,PlayStation,9,"Music, Editor",Y,2000
Silhouette Mirage,PlayStation,8.9,Action,Y,2000
Scooby-Doo! Mystery of the Fun Park Phantom,PC,5.2,Adventure,N,2000
Lightbringer: The Next Giant Leap for Mankind,PC,5.2,Adventure,N,2000
Wetrix+,Dreamcast,8.7,Puzzle,N,2000
A Bug's Life,Game Boy Color,3,Action,N,2000
All-Star Baseball 2000,Game Boy Color,6,Sports,N,2000
NHL 2K [2000],Dreamcast,8.6,Action,N,2000
Sakura Wars: Hanagumi Taisen Columns 2,Dreamcast,9,Puzzle,N,2000
Zebco Fishing,Game Boy Color,7,Hunting,N,2000
NASCAR Rumble,PlayStation,8,Racing,N,2000
The Sims,PC,9.5,Simulation,Y,2000
Conker's Pocket Tales,Game Boy Color,6,Adventure,N,2000
Deer Hunter: Interactive Hunting Experience,Game Boy Color,2,Simulation,N,2000
Tokyo Bus Guide,Dreamcast,7,Simulation,N,2000
Matchbox Caterpillar Construction Zone,Game Boy Color,5,Action,N,2000
Road Rash: Jailbreak,PlayStation,7,"Racing, Action",N,2000
Jane's F/A-18 Simulator,PC,8.5,"Flight, Simulation",N,2000
Top Gear Pocket 2,Game Boy Color,8,Racing,N,2000
Saga Frontier 2,PlayStation,7,RPG,N,2000
ECW: Hardcore Revolution,Nintendo 64,5,Wrestling,N,2000
Super Breakout,Game Boy Color,4,Action,N,2000
Blaze & Blade: Eternal Quest,PC,4.4,RPG,N,2000
Pong: The Next Level,Game Boy Color,2,Action,N,2000
Speedy Gonzales: Aztec Adventure,Game Boy Color,5,Platformer,N,2000
Vandal Hearts II,PlayStation,7.4,RPG,N,2000
Legend of the River King GBC,Game Boy Color,8,Simulation,N,2000
Formula 1 '99,PlayStation,8.5,Racing,Y,2000
Undercover A.D. 2025 Kei,Dreamcast,2.5,"Action, Adventure",N,2000
Touring Car Challenge,PlayStation,8,Racing,N,2000
K-1 Grand Prix,PlayStation,3,Fighting,N,2000
Tiger Woods PGA Tour 2000,Game Boy Color,3,Sports,N,2000
International Track & Field,Game Boy Color,8,Sports,N,2000
Quest: Brian's Journey,Game Boy Color,4,Adventure,N,2000
Wario Land II,Game Boy Color,9,Platformer,N,2000
Bust-A-Move 4,PC,6.4,Puzzle,N,2000
Rising Sun,PC,7.7,Strategy,N,2000
Shadowgate Classic,Game Boy Color,6,RPG,N,2000
Catwoman,Game Boy Color,3,Action,N,2000
Vigilante 8: Second Offense,Nintendo 64,8,Action,N,2000
The Mask of Zorro,Game Boy Color,2,Action,N,2000
Virtual Pool Hall,PC,8.5,Sports,N,2000
Fisherman's Bait 2:  Big Ol' Bass,PlayStation,8,Hunting,N,2000
Ridge Racer 64,Nintendo 64,9,Racing,N,2000
Tarzan,Nintendo 64,7.8,Action,N,2000
Railroad Tycoon II,PlayStation,6,Strategy,N,2000
Microsoft Flight Simulator 2000,PC,4,"Flight, Simulation",N,2000
South Park Rally,PC,4.9,Racing,N,2000
Jeremy McGrath Supercross 2000,Nintendo 64,4.9,Racing,N,2000
WWF Smackdown!,PlayStation,8.8,Wrestling,Y,2000
South Park Rally,Nintendo 64,5.7,Racing,N,2000
Animaniacs Splat Ball,PC,5,Action,N,2000
Carrier,Dreamcast,8,Action,N,2000
Extreme PaintBrawl 2,PC,2.6,Action,N,2000
TNN Outdoor Fishing Championship,Game Boy Color,4,Hunting,N,2000
Marvel vs. Capcom: Clash of Super Heroes,PlayStation,7.5,Fighting,N,2000
Neo*Geo Cup '98 Plus,NeoGeo Pocket Color,7,Sports,N,2000
1602 A.D.,PC,7.9,Strategy,N,2000
UpWords,PC,6,Puzzle,N,2000
Dark Arms: Beast Busters 1999,NeoGeo Pocket Color,5,Action,N,2000
NBA In The Zone 2000,Nintendo 64,5.8,Sports,N,2000
Black Bass Lure Fishing,Game Boy Color,2,Hunting,N,2000
Microsoft International Soccer 2000,PC,7.6,Sports,N,2000
Magical Tetris Challenge,Game Boy Color,10,"Puzzle, Adventure",Y,2000
FIFA 2000 Major League Soccer,Game Boy Color,2,Sports,N,2000
World League Soccer 2000,Nintendo 64,4.8,Sports,N,2000
Nox,PC,8.9,Action,Y,2000
Hidden & Dangerous: Devil's Bridge,PC,6.4,Action,N,2000
Dance Dance Revolution 2nd Mix: Dreamcast Edition,Dreamcast,8,Music,N,2000
Azure Dreams,Game Boy Color,6,RPG,N,2000
Looney Tunes,Game Boy Color,6,Platformer,N,2000
Roadsters,Game Boy Color,3,Racing,N,2000
ECW: Hardcore Revolution,PlayStation,4,Wrestling,N,2000
Colin McRae Rally [2000],PlayStation,9,Racing,Y,2000
Brunswick Circuit Pro Bowling 2,PlayStation,8,Sports,N,2000
Shanghai Mini,NeoGeo Pocket Color,9,Puzzle,N,2000
Neo 21,NeoGeo Pocket Color,3,Strategy,N,2000
NBA In The Zone 2000,PlayStation,4.5,Sports,N,2000
The New Adventures of Mary-Kate & Ashley,Game Boy Color,6,Platformer,N,2000
Fear Effect,PlayStation,8.9,"Action, Adventure",Y,2000
Gals Fighters,NeoGeo Pocket Color,9,Fighting,N,2000
Croc 2,PC,6.5,Platformer,N,2000
Triple Play 2001,PlayStation,7,Sports,N,2000
Sim Theme Park,PlayStation,8.5,Simulation,N,2000
Total Annihilation: Kingdoms -- The Iron Plague,PC,5.8,Strategy,N,2000
Roadsters,Dreamcast,4.6,Racing,N,2000
PD Ultraman Battle Collection 64,Nintendo 64,2,RPG,N,2000
Top Gear Hyperbike,Nintendo 64,6.1,Racing,N,2000
Armored Core: Master of Arena,PlayStation,8,Action,N,2000
Tomb Raider: The Last Revelation,Dreamcast,3,Action,N,2000
Rugrats: Time Travelers,Game Boy Color,3,Platformer,N,2000
Street Fighter Alpha: Warriors' Dreams,Game Boy Color,8,Fighting,N,2000
Worms Armageddon,Nintendo 64,8.7,Action,N,2000
Spy vs. Spy,Game Boy Color,8,Action,N,2000
Sammy Sosa Softball Slam,PlayStation,3,Sports,N,2000
Cyber Tiger,Nintendo 64,8.4,Sports,N,2000
Montezuma's Return,Game Boy Color,7,Action,N,2000
Thief II: The Metal Age,PC,9,Action,Y,2000
Tony Hawk's Pro Skater,Game Boy Color,5,Sports,N,2000
Star Wars: Force Commander,PC,4.7,Strategy,N,2000
Invictus: In the Shadow of Olympus,PC,5.9,Strategy,N,2000
NBA Jam 99,Game Boy Color,3,"Sports, Action",N,2000
PBA Tour Bowling 2,PC,4.5,Sports,N,2000
Might and Magic VIII: Day of the Destroyer,PC,6.5,RPG,N,2000
Superbike 2000,PlayStation,4,Racing,N,2000
Boarder Zone,PC,8,Sports,N,2000
Championship Bass,PlayStation,8,Hunting,N,2000
Test Drive Off-Road 3,Game Boy Color,4,Racing,N,2000
Army Men: Sarge's Heroes,PlayStation,3.5,Action,N,2000
Superbike 2000,PC,8,Racing,N,2000
Treasure Strike,Dreamcast,5.9,Action,N,2000
Crusaders of Might and Magic,PlayStation,3,Strategy,N,2000
Stephen King's F13,PC,2.1,Other,N,2000
Hydro Thunder,PlayStation,7.3,Racing,N,2000
Vegas Games,Game Boy Color,3,Simulation,N,2000
BattleTanx: Global Assault,PlayStation,4.5,Action,N,2000
Virtual Pro Wrestling 2,Nintendo 64,7.9,Wrestling,N,2000
Rayman 2: The Great Escape,Dreamcast,9.6,Platformer,Y,2000
Front Mission 3,PlayStation,8.8,RPG,Y,2000
Virtua Striker 2,Dreamcast,4.1,Sports,N,2000
Mobil 1 Rally Championship,PC,8.8,Racing,Y,2000
Chu Chu Rocket,Dreamcast,9,Puzzle,Y,2000
Swamp Buggy Racing,PC,1.9,Racing,N,2000
Family Game Pack,PlayStation,2,Puzzle,N,2000
Quest: Fantasy Challenge,Game Boy Color,5,Puzzle,N,2000
ECW: Hardcore Revolution,Game Boy Color,3,Wrestling,N,2000
Killer Loop,PC,8.1,Racing,N,2000
X: Beyond the Frontier,PC,7.7,"Action, Simulation",N,2000
SEGA Swirl,Dreamcast,8.2,Puzzle,N,2000
Beatmania,WonderSwan,7,Music,N,2000
Sword of the Berserk: Guts' Rage,Dreamcast,8,Action,N,2000
Army Men,Game Boy Color,8,Action,N,2000
Renegade Racers,PlayStation,4.5,Racing,N,2000
Die Hard Trilogy 2: Viva Las Vegas,PC,5.7,Action,N,2000
NHL Rock the Rink,PlayStation,8,Sports,N,2000
Bakuretsu Muteki Bangaioh,Nintendo 64,7.8,Shooter,N,2000
F1 2000,PlayStation,7,Racing,N,2000
Messiah,PC,7.5,Action,N,2000
Gauntlet Legends,PlayStation,7.2,Action,N,2000
Army Men: World War,PlayStation,4.5,Action,N,2000
ECW: Hardcore Revolution,Dreamcast,6.9,Wrestling,N,2000
Hydro Thunder,Nintendo 64,7,Racing,N,2000
Deception III: Dark Delusion,PlayStation,6,RPG,N,2000
Pokemon Stadium,Nintendo 64,8.2,Battle,N,2000
Polaris SnoCross,Game Boy Color,7,Racing,N,2000
NBA Showtime: NBA on NBC,Game Boy Color,3,Sports,N,2000
Die Hard Trilogy 2: Viva Las Vegas,PlayStation,3.5,Action,N,2000
Mega Man & Bass,WonderSwan,5,Action,N,2000
Muppets,Game Boy Color,2,Platformer,N,2000
Shadow Watch,PC,8.4,Strategy,N,2000
F/A 18 Super Hornet,PC,5.5,Simulation,N,2000
Gundam Side Story: 0079,Dreamcast,7.9,Action,N,2000
LEGO Racers,PlayStation,6,Racing,N,2000
Street Sk8er 2,PlayStation,7.5,Sports,N,2000
Deer Hunter 3: The Legend Continues,PC,8.2,Hunting,N,2000
Syphon Filter 2,PlayStation,8.9,Action,Y,2000
Tread Marks,PC,6.9,Racing,N,2000
Tony Hawk's Pro Skater,Nintendo 64,9.1,Sports,Y,2000
Hot Shots Golf 2,PlayStation,9.2,"Sports, Action",Y,2000
Ace Combat 3: Electrosphere,PlayStation,9,Action,Y,2000
Star Wars: Episode I: Jedi Power Battles,PlayStation,3,Action,N,2000
Codename Eagle,PC,7.3,Action,N,2000
Rayman,Game Boy Color,9,Action,N,2000
Star Wars: Episode I: Racer,Dreamcast,6,Racing,N,2000
Time Stalkers,Dreamcast,6.5,RPG,N,2000
Galerians,PlayStation,7.5,Action,N,2000
Army Men: Air Tactics,PC,4.5,Action,N,2000
Virtua Cop 2,Dreamcast,5.2,Action,N,2000
Mission: Impossible,Game Boy Color,4,Action,N,2000
Y2K [2000],PC,5.7,Adventure,N,2000
Hello Kitty's Cube Frenzy,Game Boy Color,5,Puzzle,N,2000
Pro Darts,Game Boy Color,7,Sports,N,2000
Tom Clancy's Rainbow Six,Game Boy Color,5,Action,N,2000
Beetle Buggin',PC,7.2,Racing,N,2000
Tzar: The Burden of the Crown,PC,6.9,Strategy,N,2000
NHL Blades of Steel 2000,PlayStation,2.5,Sports,N,2000
Kaze no Klonoa: Moonlight Museum,WonderSwan,6,Platformer,N,2000
Walt Disney World Quest: Magical Racing Tour,PlayStation,7.5,Racing,N,2000
Alundra 2,PlayStation,7.7,RPG,N,2000
Star Trek: Armada,PC,6,Strategy,N,2000
Tom Clancy's Rainbow Six: Rogue Spear: Urban Operations,PC,8,Action,N,2000
Custom Robo,Nintendo 64,8.8,Action,N,2000
Last Call,PC,7,Simulation,N,2000
Majesty: The Fantasy Kingdom,PC,8.4,Strategy,N,2000
Battlezone: Rise of the Black Dogs,Nintendo 64,3.9,Action,N,2000
Soldier of Fortune,PC,9,Action,Y,2000
NASCAR 2000,PC,7.2,Racing,N,2000
Need for Speed: Porsche Unleashed,PC,7.9,Racing,N,2000
Jackie Chan's Stuntmaster,PlayStation,8,Action,N,2000
Plasma Sword: Nightmare of Bilstein,Dreamcast,6.8,Fighting,N,2000
Carmageddon,Game Boy Color,3,Racing,N,2000
JoJo's Bizarre Adventure,PlayStation,7,Fighting,N,2000
BattleTanx,Game Boy Color,5,Action,N,2000
Need for Speed: Porsche Unleashed,PlayStation,8.3,Racing,N,2000
Microsoft Baseball 2001,PC,7.9,Sports,N,2000
Striker Pro 2000,Dreamcast,7,Sports,N,2000
Resident Evil -- CODE: Veronica,Dreamcast,9.2,"Action, Adventure",Y,2000
Risk II,PC,8.3,Strategy,N,2000
MDK2,Dreamcast,9.4,Action,Y,2000
Bassmasters 2000,Nintendo 64,3.1,Hunting,N,2000
All-Star Baseball 2001,Nintendo 64,9.1,Sports,Y,2000
Mobil 1 Rally Championship,PlayStation,3,Racing,N,2000
Command & Conquer: Tiberian Sun -- Firestorm,PC,7.4,Strategy,N,2000
Jeremy McGrath Supercross 2000,Game Boy Color,7,Racing,N,2000
Pokemon Trading Card Game,Game Boy Color,9,"Card, Battle",N,2000
Motocross Madness 2,PC,8.6,Racing,N,2000
Bomberman Max -- Red: Challenger,Game Boy Color,9,Action,Y,2000
Konami GB Collection Vol. 2,Game Boy Color,6,Action,N,2000
Dinosaur,Game Boy Color,4,Adventure,N,2000
1942,Game Boy Color,5,Shooter,N,2000
Grind Session,PlayStation,7.6,Action,N,2000
Toobin',Game Boy Color,3,"Sports, Editor",N,2000
Tony Hawk's Pro Skater,Dreamcast,9.8,Sports,Y,2000
Last Blade,NeoGeo Pocket Color,7,Fighting,N,2000
Millennium Winter Sports,Game Boy Color,7,Sports,N,2000
Grand Theft Auto II,Dreamcast,6.7,Action,N,2000
Harvest Moon GBC,Game Boy Color,6,RPG,N,2000
Who Wants To Be A Millionaire? Second Edition,PC,7,Trivia,N,2000
Mr. Driller,PlayStation,8,Puzzle,N,2000
Test Drive Le Mans,PlayStation,6.5,Racing,N,2000
Armorines: Project S.W.A.R.M,PlayStation,3.5,Action,N,2000
Medievil II,PlayStation,8.4,Action,N,2000
NBA In the Zone 2000,Game Boy Color,5,Sports,N,2000
Starlancer,PC,9.2,Action,Y,2000
Maken X,Dreamcast,7.9,Action,N,2000
Triple Play 2001,PC,6,Sports,N,2000
Sammy Sosa Softball Slam,PC,4.6,Sports,N,2000
Romance of the Three Kingdoms VI: Awakening of the Dragon,PlayStation,7.5,Simulation,N,2000
Puzzle Link 2,NeoGeo Pocket Color,9,Puzzle,N,2000
Metal Gear Solid [2000],Game Boy Color,10,"Action, Adventure",Y,2000
Wild ARMs 2,PlayStation,6,RPG,N,2000
Tachyon: The Fringe,PC,8.4,Action,N,2000
Vagrant Story,PlayStation,9.6,RPG,Y,2000
Striker Pro 2000,PlayStation,7.2,Sports,N,2000
Perfect Dark,Nintendo 64,9.8,Shooter,Y,2000
Tom Clancy's Rainbow Six,Dreamcast,8,Shooter,N,2000
Vanark,PlayStation,8,Action,N,2000
The Crystal Key,PC,6.8,Adventure,N,2000
Atari Greatest Hits,PC,7.5,Action,N,2000
Sammy Sosa High Heat Baseball 2001,PlayStation,5.5,Sports,N,2000
Edgar Torronteras' Moto-X 2000,PC,5.5,Racing,N,2000
Colin McRae Rally [2000],PC,6.7,Racing,N,2000
4 Wheel Thunder,Dreamcast,8.1,Racing,N,2000
Test Drive Le Mans,PC,7.5,Racing,N,2000
Chase Ace 2,PC,8.4,Action,N,2000
Street Fighter Alpha 3,Dreamcast,9.5,Fighting,Y,2000
WCW Mayhem,Game Boy Color,7,Wrestling,N,2000
Driver,Game Boy Color,8,"Racing, Action",N,2000
Puzz 3D: The Orient Express,PC,3.5,Puzzle,N,2000
The Legend of Lotus Spring,PC,4.2,Puzzle,N,2000
Heroes of Might and Magic III: Shadow of Death,PC,9,Strategy,Y,2000
Sammy Sosa High Heat Baseball 2001,PC,8,Sports,N,2000
Silent Bomber,PlayStation,8,Action,Y,2000
Speed Punks,PlayStation,9,Racing,Y,2000
Winnie The Pooh: Adventures in the 100 Acre Woods,Game Boy Color,7,Action,N,2000
Pocket Fighter,WonderSwan,8,Fighting,N,2000
Urban Chaos,PlayStation,4.5,"Action, Adventure",N,2000
Allegiance,PC,8.2,Action,N,2000
Sorcerian: Apprentice of Seven Star Magic,Dreamcast,6.4,RPG,N,2000
"Dive Alert, Matt's Version",NeoGeo Pocket Color,4,RPG,N,2000
"Dive Alert, Becky's Version",NeoGeo Pocket Color,4,RPG,N,2000
Safecracker [2000],PC,5.2,Puzzle,N,2000
F1 2000,PC,8.1,"Racing, Simulation",N,2000
Imperium Galactica II: Alliances,PC,9,Strategy,Y,2000
Ultimate Hunt Challenge,PC,5.5,Hunting,N,2000
MLB 2001,PlayStation,7.4,Sports,N,2000
Super Scattergories,PC,6.2,Puzzle,N,2000
Eagle One: Harrier Attack,PlayStation,6.5,Action,N,2000
Twinkle Star Sprites,Dreamcast,5.8,Action,N,2000
EverQuest: Ruins of Kunark,PC,8.5,RPG,Y,2000
JoJo's Bizarre Adventure,Dreamcast,8.5,Fighting,Y,2000
Monster Rancher Battle Card GB,Game Boy Color,7,"Card, Battle",N,2000
Samba de Amigo,Arcade,9.4,Music,N,2000
Roadsters,PlayStation,3,Racing,N,2000
Expendable,PlayStation,6,Action,N,2000
Excitebike 64,Nintendo 64,9.7,Racing,Y,2000
Gunship!,PC,8,"Flight, Simulation",N,2000
Metal Slug: 2nd Mission,NeoGeo Pocket Color,9,Action,Y,2000
NHL Blades of Steel 2000,Game Boy Color,7,Sports,N,2000
Championship Bass,PC,8.5,Hunting,N,2000
Papyrus,Game Boy Color,7,Action,N,2000
Earth 2150,PC,8.9,Strategy,Y,2000
Tomb Raider -- Featuring Lara Croft,Game Boy Color,8,Action,N,2000
The Legend of Dragoon,PlayStation,7,RPG,N,2000
Nightmare Creatures II,Dreamcast,5,Action,N,2000
Ground Control,PC,8.6,Strategy,Y,2000
PGA European Tour,Nintendo 64,4.6,Sports,N,2000
Final Fantasy Legend,Game Boy,6,RPG,N,2000
Industrial Spy: Operation Espionage,Dreamcast,5,Action,N,2000
Final Fantasy Adventure,Game Boy,9,RPG,N,2000
Virtual-On: Oratorio Tangram,Dreamcast,8,Action,N,2000
Emergency Rescue: Firefighters,PC,5.5,Strategy,N,2000
Crystalis,Game Boy Color,8,Adventure,N,2000
Beach Head 2000,PC,6,Action,N,2000
Looney Tunes Collector: Alert!,Game Boy Color,9,Adventure,N,2000
NGEN Racing,PlayStation,7,Racing,N,2000
Croc: Legend of the Gobbos,Game Boy Color,5,Platformer,N,2000
Flying Heroes,PC,8.3,"Flight, Action",N,2000
StarCraft 64,Nintendo 64,7.7,Strategy,N,2000
Ultima Online: Renaissance,PC,7.5,RPG,N,2000
AI Wars: The Awakening,PC,5.8,Strategy,N,2000
Bomberman 64: The Second Attack,Nintendo 64,5.3,Action,N,2000
The Misadventures of Tron Bonne,PlayStation,7.5,"Action, Adventure",N,2000
Mr. Driller,Dreamcast,8.6,"Puzzle, Action",N,2000
Deus Ex,PC,9.4,RPG,Y,2000
Iron Soldier 3,PlayStation,6.8,Action,N,2000
Mortal Kombat Special Forces,PlayStation,3,Action,N,2000
Transformers: Beast Wars Transmetals,Nintendo 64,3,Fighting,N,2000
Toy Story 2: Buzz Lightyear to the Rescue,Dreamcast,6,Action,N,2000
Icewind Dale,PC,8.8,RPG,Y,2000
Konami GB Collection Vol. 1,Game Boy Color,8,Action,N,2000
Gekido,PlayStation,7.8,Action,N,2000
StarCraft,PC,9.5,Strategy,Y,2000
Samurai Shodown: Warrior's Rage,PlayStation,6,Fighting,N,2000
Shamus,Game Boy Color,3,Action,N,2000
Space Channel 5,Dreamcast,9.2,"Music, Action",N,2000
Airport Tycoon,PC,3,Simulation,N,2000
Trick Boarder,Game Boy Color,6,Sports,N,2000
Space Station Silicon Valley,Game Boy Color,5,Puzzle,N,2000
Covert Ops: Nuclear Dawn,PlayStation,4.8,Adventure,N,2000
Army Men: World War,PC,4,Action,N,2000
Ultimate Paintball,Game Boy Color,2,Action,N,2000
Animastar,Dreamcast,7.3,Simulation,N,2000
MDK2,PC,8.3,Action,N,2000
All-Star Baseball 2001,Game Boy Color,6,Sports,N,2000
Triple Play 2001,Game Boy Color,4,Sports,N,2000
Legend of Mana,PlayStation,8.3,RPG,Y,2000
Gauntlet Legends,Dreamcast,8.4,Action,N,2000
Martian Gothic: Unification,PC,7.9,Adventure,N,2000
Mary-Kate & Ashley: Get a Clue!,Game Boy Color,6,Puzzle,N,2000
Let's Ride!,PC,3,Sports,N,2000
Rampage Through Time,PlayStation,3.5,Action,N,2000
Indy Racing 2000,Nintendo 64,8,Racing,N,2000
Toonsylvania,Game Boy Color,4,Platformer,N,2000
Transformers: Beast Wars Transmetals,PlayStation,3,Fighting,N,2000
SimCity 3000 Unlimited,PC,9.1,Simulation,Y,2000
PGA Championship Golf 2000,PC,7.7,Sports,N,2000
Test Drive Le Mans,Game Boy Color,7,Racing,N,2000
Diablo II,PC,8.3,"Action, RPG",Y,2000
Caesars Palace 2000: Millennium Gold Edition,PlayStation,5,Other,N,2000
Dark Reign 2,PC,8,Strategy,N,2000
Virtua Tennis,Dreamcast,9.4,Sports,Y,2000
Xtreme Sports,Game Boy Color,8,Sports,N,2000
Panty Raider: From Here to Immaturity,PC,1.5,Puzzle,N,2000
Spec Ops: Stealth Patrol,PlayStation,3,Action,N,2000
Daikatana,PC,5.8,Action,N,2000
Hot Wheels: Micro Racers,PC,6.2,Racing,N,2000
International Track & Field 2000,Nintendo 64,6.1,Sports,N,2000
Casper,Game Boy Color,5,Action,N,2000
Ka-52 Team Alligator,PC,6.3,Simulation,N,2000
Tech Romancer,Dreamcast,8.9,"Fighting, Action",N,2000
Fighter Destiny 2,Nintendo 64,6.3,Fighting,N,2000
Super Magnetic Neo,Dreamcast,6.9,Platformer,N,2000
Innova Disc Golf,PC,3.3,Sports,N,2000
Final Fantasy Legend III,Game Boy,7,RPG,N,2000
Towers: Lord Baniff's Deceit,Game Boy Color,4,RPG,N,2000
Bust-A-Move 4,Dreamcast,8.8,Puzzle,N,2000
Konami GB Collection Vol. 3,Game Boy Color,8,Action,N,2000
Densha De Go! 64,Nintendo 64,5.1,Simulation,N,2000
Kirby 64: The Crystal Shards,Nintendo 64,7.9,Platformer,N,2000
Street Fighter III: Double Impact,Dreamcast,8.8,"Fighting, Compilation",N,2000
Star Trek: Klingon Academy,PC,7.8,Action,N,2000
Fur Fighters,Dreamcast,8.3,Shooter,N,2000
Looney Tunes: Duck Dodgers Starring Daffy Duck,Nintendo 64,7.6,Platformer,N,2000
Star Trek: ConQuest Online,PC,7.8,Strategy,N,2000
Vanguard Bandits,PlayStation,6.5,RPG,N,2000
Digimon World,PlayStation,5.8,Fighting,N,2000
Silver,Dreamcast,7.9,Action,N,2000
Omikron: the Nomad Soul,Dreamcast,6.7,Adventure,N,2000
Wacky Races,Dreamcast,8.4,Racing,N,2000
Rent A Hero No. 1,Dreamcast,8.4,"Action, Adventure",N,2000
Grudge Warriors,PlayStation,5.5,Action,N,2000
Nightmare Creatures II,PlayStation,8.3,Adventure,N,2000
Formula One '99,PC,4.2,Racing,N,2000
Wario Land 3,Game Boy Color,9,Platformer,N,2000
Kurt Warner's Arena Football Unleashed,PlayStation,4,Sports,N,2000
Tonic Trouble,Game Boy Color,6,Platformer,N,2000
Rugrats: Totally Angelica,Game Boy Color,2,Puzzle,N,2000
Vampire: The Masquerade -- Redemption,PC,7,RPG,N,2000
Traitors Gate,PC,5,Adventure,N,2000
Street Fighter EX 2 Plus,PlayStation,8.5,Fighting,N,2000
Deja Vu & Deja Vu II: The Casebooks of Ace Harding,Game Boy Color,4,Adventure,N,2000
Earthworm Jim 3D,PC,6,Platformer,N,2000
Final Fantasy Legend II,Game Boy,8,RPG,N,2000
Evolva,PC,7.2,Action,N,2000
Who Wants To Be A Millionaire? 2nd Edition,PlayStation,6.5,Trivia,N,2000
Shogun: Total War,PC,8.5,Strategy,Y,2000
